Airline,Review No,Sentence No,Sentence,Luggage,Staff,In-flight/on-board service,Airline as a whole,Service before and after the flight,Flight in general,Comfort while waiting,Meals,Cabin,Transportation to the plane
Aeroflot,28,230,But to an from Dubai was all everyone can aspect.,0,0,0,0,4,0,0,0,0,0
Aeroflot,28,231,The personel is always very nice.,0,5,0,0,0,0,0,0,0,0
Aeroflot,28,232,I love fly with aeroflot and I love Russia!!!,0,0,0,5,0,5,0,0,0,0
Aeroflot,29,233,Everything was fine.,0,0,0,0,0,5,0,0,0,0
Aeroflot,29,234,"The food was delicious, service was good.",0,0,5,0,5,0,0,5,0,0
Aeroflot,29,235,Departure was on schedule without delay,0,0,0,0,5,0,0,0,0,0
Aeroflot,30,236,We we very happy to get upgraded with miles for business class!,0,0,0,0,0,5,0,0,0,0
Aeroflot,30,237,"Very comfortable for overnight flights, you can sleep in your own small cabin!",0,0,0,0,0,0,0,0,5,0
Aeroflot,30,238,Super!,0,0,0,5,0,0,0,0,0,0
Aeroflot,30,239,Recommended to everybody!,0,0,0,5,0,0,0,0,0,0
Aeroflot,31,240,Punctual airline with a good schedule grid.,0,0,0,0,5,0,0,0,0,0
Aeroflot,31,241,"To date, it has turned out to be the only one suitable for my undemanding needs.",0,0,0,5,0,0,0,0,0,0
Aeroflot,31,242,Excellent food.,0,0,0,0,0,0,0,5,0,0
Aeroflot,31,243,Some dishes are exceptionally good.,0,0,0,0,0,0,0,5,0,0
Aeroflot,31,244,Always polite staff both on board the plane and on the ground.,0,5,5,0,5,0,0,0,0,0
Aeroflot,32,245,The best airline from Russia.,0,0,0,5,0,0,0,0,0,0
Aeroflot,32,246,A reliable airline with high quality transportation services.,0,0,0,5,0,5,0,0,0,0
Aeroflot,32,247,Experienced commanders and the crew members are excellent takeoff and landing.,0,0,5,0,0,0,0,0,0,0
Aeroflot,32,248,Comfortable salon and friendly staff.,0,5,5,0,0,0,0,0,5,0
Aeroflot,33,249,"great flight, I liked everything.",0,0,0,0,0,5,0,0,0,0
Aeroflot,33,250,The plane is clean and service is top notch.,0,0,5,0,5,0,0,0,5,0
Aeroflot,33,251,"The plane is very comfortable, I liked everything very much",0,0,0,5,0,5,0,0,5,0
Aeroflot,34,252,The flight was great!,0,0,0,0,0,5,0,0,0,0
Aeroflot,34,253,"Everything was in right time, comfortable and cosy.",0,0,5,0,5,0,0,0,5,0
Aeroflot,34,254,"The meal was fresh, warm and tasty.",0,0,0,0,0,0,0,5,0,0
Aeroflot,34,255,No problem during for the flight.,0,0,0,0,0,5,0,0,0,0
Aeroflot,34,256,Everybody was pleased I think.,0,0,0,5,0,5,0,0,0,0
Aeroflot,35,257,This night flight was good.,0,0,0,0,0,5,0,0,0,0
Aeroflot,35,258,My entertainment tool was working good and I enjoyed music and movie.,0,0,5,0,0,0,0,0,0,0
Aeroflot,35,259,The food was good and the plane was clean.,0,0,0,0,0,0,0,5,5,0
Aeroflot,36,260,The chech-in was quick and easy.,0,0,0,0,5,0,0,0,0,0
Aeroflot,36,261,The plane was clean.,0,0,0,0,0,0,0,0,5,0
Aeroflot,36,262,The staff was helpful and polite.,0,5,5,0,0,0,0,0,0,0
Aeroflot,36,263,However did not react to my request to make the air in the salon more fresh and cold.,0,2,2,0,0,0,0,0,0,0
Aeroflot,36,264,"Only when it was one hour before the landing the temperature in the salon became OK, but there was no time to sleep anymore.",0,0,2,0,0,0,0,0,0,0
Aeroflot,36,265,"More troubles were at Sheremetevo: bus was provided not a passenger boarding bridge (we came from Delhi and it was winter in Moscow), and it took the bus around 20 minutes to take us to the airport building.",0,0,0,0,0,0,0,0,0,1
Aeroflot,36,266,Where the floor was wet and passengers slipped.,0,0,0,0,0,0,0,0,0,1
Aeroflot,36,267,As always few windows were operating at passport control and there were long lines.,0,0,0,0,1,0,0,0,0,0
Aeroflot,36,268,The baggage was quick.,5,0,0,0,0,0,0,0,0,0
Aeroflot,37,269,It was fast and comfortable flight.,0,0,0,0,0,5,0,0,0,0
Aeroflot,37,270,The stuff was helpful.,0,5,5,0,5,0,0,0,0,0
Aeroflot,37,271,The only thing - chairs in the plane are not so comfy.,0,0,0,0,0,0,0,0,2,0
Aeroflot,38,272,Everything was good.,0,0,0,0,0,5,0,0,0,0
Aeroflot,38,273,Despite the fact we took off with a delay due to strong side winds we landed on time.,0,0,0,0,0,4,0,0,0,0
Aeroflot,39,274,Everything was fine.,0,0,0,0,0,5,0,0,0,0
Aeroflot,39,275,"The flight was delayed due to medical emergency in one of the passengers, which is obviously noone's fault, but everything else was good: new aircraft, a display for each seat with variety of movies, tasty food, clean toilets and very friedly flight attendants.",0,5,5,0,5,4,0,5,5,0
Aeroflot,39,276,Thanks for the pleasant flight.,0,0,0,5,0,5,0,0,0,0
Aeroflot,40,277,"Always easy to deal with, helpful personnel and good online service.",0,5,5,0,5,0,0,0,0,0
Aeroflot,40,278,In case of troubles customer service with do their best to assist you.,0,0,0,0,5,0,0,0,0,0
Aeroflot,40,279,Quite comfortable airplanes.,0,0,0,5,0,0,0,0,0,0
Aeroflot,40,280,Food is a bit too simple.,0,0,0,0,0,0,0,3,0,0
Aeroflot,41,281,Aeroflot is the best company - during the last 15 year of flying I had a good chance to compare air companies.,0,0,0,5,0,0,0,0,0,0
Aeroflot,41,282,"As always - perfect, punctual, tasty meal on board, great service.",0,0,5,0,5,0,0,5,0,0
Aeroflot,41,283,"Children have their intertaining kit - drawing stuff, book ect",0,0,5,0,0,0,0,0,0,0
Aeroflot,42,284,Thanks.,0,0,0,5,0,0,0,0,0,0
Aeroflot,42,285,"flight to busness from krasnoyarsk aeroflot is very good fligt,excellent service and comfort airplane!",0,0,5,0,5,5,0,0,5,0
Aeroflot,43,286,Flying on vacation to the Black Sea at the height of the velvet season in an almost empty plane is a rarity!,0,0,0,0,0,5,0,0,0,0
Aeroflot,44,287,I love night flights!,0,0,0,0,0,5,0,0,0,0
Aeroflot,44,288,The plane was only a third full of passengers.,0,0,0,0,0,5,0,0,0,0
Aeroflot,44,289,There was no pandemonium and fuss on board.,0,0,0,0,0,5,0,0,0,0
Aeroflot,45,290,The flight took place in an atmosphere of mutual understanding.,0,0,5,0,0,0,0,0,0,0
Aeroflot,45,291,"The flight attendants were smiling, responsive and good-natured!",0,5,0,0,0,0,0,0,0,0
Aeroflot,46,292,My trip from Kaliningrad to Budapest was good.,0,0,0,0,0,5,0,0,0,0
Aeroflot,46,293,"Terminal Sheremetyevo B and C is new, beautiful and clean.",0,0,0,0,5,0,0,0,0,0
Aeroflot,46,294,"I want to note business salon Malevich, it is big lounge with all what you need: meal, Wi-Fi, showers and working rooms, big children gaming zone.",0,0,0,0,5,0,5,5,0,0
Aeroflot,46,295,"Eat and drinks in flights was provided, stewards were correct.",0,5,0,0,0,0,0,5,0,0
Aeroflot,46,296,About negative moments: long waiting for boarding in Kalinindrad due to boarding prisoners and guards...,0,0,0,0,2,0,0,0,0,0
Aeroflot,46,297,And there isn't children gift in flight SVO-BUD.,0,0,2,0,0,0,0,0,0,0
Aeroflot,47,298,Unfortunately this time was disappointed with the flight.,0,0,0,0,0,1,0,0,0,0
Aeroflot,47,299,The only plane among all departing that was delayed.,0,0,0,0,1,0,0,0,0,0
Aeroflot,47,300,Reported a delay on the way to the airport.,0,0,0,0,1,0,0,0,0,0
Aeroflot,47,301,I would like to do this in advance.,0,0,0,0,1,0,0,0,0,0
Aeroflot,48,302,"Everything was good, price is okay, the meal during the flight is enough and so I can recommend this Airline",0,0,0,5,5,5,0,5,0,0
Aeroflot,49,303,the best company in air travel.,0,0,0,5,0,0,0,0,0,0
Aeroflot,49,304,We upgraded the service class from economy to business.,0,0,5,0,0,0,0,0,0,0
Aeroflot,49,305,very comfortable flight,0,0,0,0,0,5,0,0,0,0
Aeroflot,50,306,"When you can get tickets by sales price - buy it immediately, coz the service and comfort are without any compliance!",0,0,1,0,1,0,1,0,0,0
China Southern ALs,51,307,Awful airline.,0,0,0,1,0,0,0,0,0,0
China Southern ALs,51,308,"I paid for extra luggage, but still am waiting, after multiple phone calls and emails to their office, for the receipt they owe me.",1,0,0,0,1,0,0,0,0,0
China Southern ALs,51,309,"In addition, I didn't have a carry-on, but at the airport they still charged me for the extra few kilos in my second suitcase.",1,0,0,0,0,0,0,0,0,0
China Southern ALs,51,310,"And this on a plane made to hold 300+ passengers, but with less than 30 onboard.",0,0,1,0,0,0,0,0,0,0
China Southern ALs,51,311,"It's quite stressful flying these days, what with all the new restrictions, the health related requirements, thstue visa, etc, so the last thing you need when you get to the airport is to have an airline be so pedantic as to change you for a few kilos of luggage ON AN EMPTY PLANE.",1,0,1,0,0,0,0,0,0,0
China Southern ALs,51,312,"On the plane they had all the passengers sitting in the same section, which makes a mockery of their COVID restrictions, and this also gave them the excuse to give us a 'sandwich' (an old roll with a meagre slice of chickenc it it) as lunch.",0,0,1,0,0,0,0,1,0,0
China Southern ALs,51,313,First and last time I'll ever fly with this airline.,0,0,0,1,0,0,0,0,0,0
China Southern ALs,51,314,AVOID!,0,0,0,1,0,0,0,0,0,0
China Southern ALs,52,315,The worst airline service I have ever experienced.,0,0,1,1,1,0,0,0,0,0
China Southern ALs,52,316,Muslim flyers should definitely avoid flying with this airline because most food consists of pork meat.,0,0,0,0,0,0,0,1,0,0
China Southern ALs,52,317,They layover at Guangzhou airport for few hours with no food or drink provided by the Airline authority.,0,0,0,0,1,0,1,0,0,0
China Southern ALs,52,318,I wouldn't recommend this airline to anyone because their service can't get any worse then this.,0,0,1,1,1,0,0,0,0,0
China Southern ALs,53,319,Everything of that flight was smooth and ordinary.,0,0,0,0,0,5,0,0,0,0
China Southern ALs,53,320,I was quite shocked that one of the crews said she was very tired and laid down on the drink cart in front of the customers.,0,1,0,0,0,0,0,0,0,0
China Southern ALs,53,321,Maybe she ended her duty very late a night before and had to take up duties for this early flight.,0,3,0,0,0,0,0,0,0,0
China Southern ALs,54,322,"I had a economy class window seat on the two segment flight from Lhasa (LXA) to Guangzhou (CAN), with a change of planes and one-hour layover at Chongqing (CKG).",0,0,0,0,0,0,0,0,0,0
China Southern ALs,54,323,"Both flight segments were comfortable and with excellent, friendly cabin service.",0,0,0,0,5,5,0,0,0,0
China Southern ALs,55,324,Smooth flight from Chongqing (CKG) to Dali City (DLU).,0,0,0,0,0,5,0,0,0,0
China Southern ALs,55,325,"All passengers wore masks, and some even googles and plastic gloves.",0,0,5,0,0,0,0,0,0,0
China Southern ALs,56,326,We booked flights from London to Brisbane and back via Auckland through Skyclub.com.,0,0,0,0,0,0,0,0,0,0
China Southern ALs,56,327,The return flight was cancelled on 17th February and we had to find replacement flights home.,0,0,0,0,1,0,0,0,0,0
China Southern ALs,56,328,"Now, 7 months later and numerous requests to Skyclub.com, we have still have no idea of the refund amount nor when it will be paid.",0,0,0,0,1,0,0,0,0,0
China Southern ALs,56,329,"And without that information, our travel insurance will not pay out for the replacement flights.",0,0,0,0,1,0,0,0,0,0
China Southern ALs,56,330,SkyClub.com is responsible for paying this refund.,0,0,0,0,0,0,0,0,0,0
China Southern ALs,56,331,We give them 0/10 for customer service.,0,0,0,0,1,0,0,0,0,0
China Southern ALs,56,332,Avoid the company at all costs,0,0,0,1,0,0,0,0,0,0
China Southern ALs,57,333,"With the struggles of traveling during COVID, I unfortunately was unable to go home for my father's memorial.",0,0,0,0,3,0,0,0,0,0
China Southern ALs,57,334,I want to thank China Southern for not hassling me for the flight and just issuing me a refund quickly.,0,0,0,5,5,0,0,0,0,0
China Southern ALs,57,335,This eased a lot of stress in my life and has helped me with unexpected payments.,0,0,0,0,5,0,0,0,0,0
China Southern ALs,57,336,"While other companies are only offered flight credit, this refund really helped.",0,0,0,0,5,0,0,0,0,0
China Southern ALs,57,337,Thank you!,0,0,0,5,0,0,0,0,0,0
China Southern ALs,58,338,Despite numerous requests they have not refunded for a cancelled flight.,0,0,0,0,1,0,0,0,0,0
China Southern ALs,58,339,"They also moved the timing of the flight 5 times, then finally cancelled!",0,0,0,0,1,0,0,0,0,0
China Southern ALs,58,340,But no automatic refund.,0,0,0,0,1,0,0,0,0,0
China Southern ALs,58,341,Poor customer service.,0,0,0,0,1,0,0,0,0,0
China Southern ALs,58,342,Book with caution!,0,0,0,2,0,0,0,0,0,0
China Southern ALs,59,343,There were boarding problems.,0,0,0,0,1,0,0,0,0,0
China Southern ALs,59,344,"The boarding process started and then was put on hold for 20 minutes, due to technical issues resulting from a computer crash.",0,0,1,0,1,0,0,0,0,0
China Southern ALs,59,345,"Thus, I rate the flight as average, as this type of problem happens with most airlines.",0,0,0,3,0,0,0,0,0,0
China Southern ALs,60,346,I had a problem with the refund process and called the local office 2123328888 for assistance.,0,0,0,0,3,0,0,0,0,0
China Southern ALs,60,347,The CS was so rude he kept on cutting me off without letting me finish my sentence.,0,1,0,0,1,0,0,0,0,0
China Southern ALs,60,348,Great customer service!,0,0,0,0,1,0,0,0,0,0
China Southern ALs,61,349,The cabin crew members were fantastic on this 2-hour 15-minute non-stop flight from Wuxi (WUX) to Guangzhou (CAN).,0,5,5,0,0,0,0,0,0,0
China Southern ALs,61,350,I could see that they were very friendly and helped many people store their luggage.,5,5,5,0,0,0,0,0,0,0
China Southern ALs,62,351,The flight was delayed multiple times and we ended up spending about three hours waiting in the boarding area.,0,0,0,0,1,0,0,0,0,0
China Southern ALs,62,352,"Had the delay been announced earlier, I would have been happy find other gainful things to do with my time.",0,0,0,0,1,0,0,0,0,0
China Southern ALs,62,353,"One the good side, they did offer some food during the waiting time.",0,0,0,0,5,0,5,5,0,0
China Southern ALs,62,354,Among the food and drink items was an interesting canned beans instant meal: delicious.,0,0,0,0,0,0,0,5,0,0
China Southern ALs,63,355,Maybe the best airline that’s flies from Shenzhen to Beijing in China.,0,0,0,5,0,0,0,0,0,0
China Southern ALs,63,356,Rode on the A380 on the first row and seats are great.,0,0,0,0,0,0,0,0,5,0
China Southern ALs,64,357,This airline does not care at all about customers.,0,0,1,1,1,0,0,0,0,0
China Southern ALs,64,358,They are famous for delays and poor customer service.,0,0,1,0,1,0,0,0,0,0
China Southern ALs,64,359,They even do not have any automated email system to inform their customer about any delays or cancellation.,0,0,0,0,1,0,0,0,0,0
China Southern ALs,64,360,You will wait for hours to speak to their customer service and they are hard to communicate with.,0,1,0,0,1,0,0,0,0,0
China Southern ALs,64,361,You will end up paying more with this Airline in the end.,0,0,0,1,0,0,0,0,0,0
China Southern ALs,64,362,Check other reviews as well.,0,0,0,0,0,0,0,0,0,0
China Southern ALs,64,363,Pay more and make your travel easier.,0,0,0,1,0,0,0,0,0,0
China Southern ALs,64,364,https://www.tripadvisor.co.uk/ShowUserReviews-g1-d8729051-r556068555-China_Southern_Airlines-World.html,0,0,0,0,0,0,0,0,0,0
China Southern ALs,64,365,My return flight to London Heathrow was on 1st of Feb 2020.,0,0,0,0,0,0,0,0,0,0
China Southern ALs,64,366,I had to change it to 11th of Feb to stay for longer with my family in China due to Covid-19 and Paid extra for it.,0,0,0,0,2,0,0,0,0,0
China Southern ALs,64,367,"11th of Feb direct flight to London was then cancelled without informing me , I only knew it when I reached Zhengzhou airport.",0,0,0,0,1,0,0,0,0,0
China Southern ALs,64,368,"I kept on calling for days and when I reached CSA I was told my direct flight has been changed to via Guangzhou, and I have to pay for the hotel stay at night.",0,0,0,0,1,0,0,0,0,0
China Southern ALs,64,369,A week before my flight via Guangzhou I phoned to check whether the flights are cancelled.,0,0,0,0,0,0,0,0,0,0
China Southern ALs,64,370,"I was told the flights were cancelled, and I should wait until June or take refund.",0,0,0,0,1,0,0,0,0,0
China Southern ALs,64,371,My visa was expiring so I asked for refund.,0,0,0,0,0,0,0,0,0,0
China Southern ALs,64,372,I was told I will be refunded within 10 working days.,0,0,0,0,4,0,0,0,0,0
China Southern ALs,64,373,Waited for over a month (kept 100000s of customer money in bank account to cover their losses) and then I got a call saying we will not be paying you the amount we promised earlier and we will be pay you less.,0,0,0,0,1,0,0,0,0,0
China Southern ALs,64,374,I had to pay more to travel with another airline.,0,0,0,1,0,0,0,0,0,0
China Southern ALs,65,375,Was a short flight so wasn’t expecting much.,0,0,0,0,0,4,0,0,0,0
China Southern ALs,65,376,Flight was delayed 55 minutes.,0,0,0,0,1,0,0,0,0,0
China Southern ALs,65,377,Service was okay.,0,0,5,0,5,0,0,0,0,0
China Southern ALs,65,378,Not amazing though.,0,0,4,0,4,0,0,0,0,0
China Southern ALs,66,379,"I Booked though BYOjet, I tried to contact them about my cancelled flight to see if I would receive a refund.",0,0,0,0,0,0,0,0,0,0
China Southern ALs,66,380,"While on hold for many hours (listening on repeat “because I’m happy” by pharrell Williams, I hate that song &amp; I am definitely not happy!!) the line disconnects...",0,0,0,0,1,0,0,0,0,0
China Southern ALs,66,381,plus not respond to multiple emails.,0,0,0,0,1,0,0,0,0,0
China Southern ALs,66,382,Absolutely appalling this company should not be in business.,0,0,0,1,0,0,0,0,0,0
China Southern ALs,67,383,The worst airlines ever !!!,0,0,0,1,0,0,0,0,0,0
China Southern ALs,67,384,Would rate 0 out of 5 if there was an option.,0,0,0,1,0,0,0,0,0,0
China Southern ALs,67,385,I booked my ticket through an agent.,0,0,0,0,0,0,0,0,0,0
China Southern ALs,67,386,I am still trying to figure out who of them tries to fool me.,0,0,0,1,1,0,0,0,0,0
China Southern ALs,67,387,I hope a reasonable solution will be given to this issue otherwise I am going to take decisive steps !!!,0,0,0,1,0,0,0,0,0,0
China Southern ALs,68,388,"Returning from abroad during the ""Coronavirus holiday season"" I encountered some difficulties with the various forms written in Chinese that had to be completed and the Wechat personal monitoring application now necessary to go anywhere in China.",0,0,0,0,2,0,0,0,0,0
China Southern ALs,68,389,"Time was pressing and many other travellers also encountered problems but still the overworked China Southern Airlines check in staff went out of their way, taking the extra time to help a foreigner overcome these difficulties.",0,5,0,0,5,0,0,0,0,0
China Southern ALs,68,390,Even the hard pressed flight attendants interspersed helping myself and other passengers in this regard while at the same time busy with their normal duties immediately prior to take off.,0,5,5,0,0,0,0,0,0,0
China Southern ALs,68,391,I've travelled many times with China Southern and have always found their staff to be helpful in the extreme.,0,5,5,0,5,0,0,0,0,0
China Southern ALs,68,392,My sincere thanks to them.,0,5,0,0,0,0,0,0,0,0
China Southern ALs,69,393,"Professional airline, good service, good food &amp; drink &amp; entertainment.",0,0,5,5,0,0,0,5,5,0
China Southern ALs,69,394,On time too.,0,0,5,0,5,0,0,0,0,0
China Southern ALs,69,395,China Southern Airline impressed me every time.,0,0,0,5,0,0,0,0,0,0
China Southern ALs,69,396,Will fly with them anytime.,0,0,0,5,0,0,0,0,0,0
China Southern ALs,70,397,Excellent food service wine and comfort in business class with China Southern .,0,0,5,0,5,0,0,5,0,0
China Southern ALs,70,398,"Would definitely recommend to all those Europeans who will only fly via ‘ standard’destinations like Singapore, BKK or Middle East.",0,0,0,5,0,0,0,0,0,0
China Southern ALs,71,399,We had call from Airline that aircraft was changed from Airbus A380 to Boeing 789.,0,0,0,0,3,0,0,0,0,0
China Southern ALs,71,400,We were upset since we had upgraded our seats and paid more,0,0,1,0,1,0,0,0,0,0
China Southern ALs,71,401,"We had a little problem when boarding time at LAX (Please see picture attached) since their staffs were so unprofessional and made our line (the first line) waiting until last, there were a lot of passengers complaining but they ignored us.",0,1,1,0,1,0,0,0,0,0
China Southern ALs,71,402,This problem must be fixed ASAP,0,0,2,0,2,0,0,0,0,0
China Southern ALs,71,403,"The flight were not as pleasant as flying Airbus A380 but everything went through ok with good food, drink and friendly service",0,0,5,0,0,4,0,5,0,0
China Southern ALs,71,404,"Since we had transit in Guangzhou and due to the virus, we didn’t fly back to USA with China Southern Airlines.",0,0,0,0,0,0,0,0,0,0
China Southern ALs,71,405,We thought that we lost our tickets but finally the Airlines refunded us including our upgrades,0,0,0,0,5,0,0,0,0,0
China Southern ALs,71,406,Thank you for being nice and understanding,0,0,0,5,5,0,0,0,0,0
China Southern ALs,72,407,"Flights are good, service and food are ok, didn't have any issues with luggage.",5,0,5,0,5,5,0,5,0,0
China Southern ALs,72,408,Language can be an issue.,0,0,3,0,3,0,0,0,0,0
China Southern ALs,72,409,Decent overall.,0,0,0,5,0,0,0,0,0,0
China Southern ALs,73,410,"Flew China southern Airlines from Toronto to Guangzhou in Premium Economy and found the flight, cabin, and service to be very good.",0,0,5,0,5,5,0,0,5,0
China Southern ALs,73,411,"Comfort in Premium Economy was not to bad at all, and the flight staff where wonderful.",0,5,0,0,0,0,0,0,5,0
China Southern ALs,73,412,I would not hesitate to fly with this airline again.,0,0,0,5,0,0,0,0,0,0
China Southern ALs,74,413,"Plane was full, food was awful, bathrooms were filthy, I was sick for 2 weeks with respiratory and intestinal.",0,0,0,0,0,1,0,1,1,0
China Southern ALs,75,414,"I’ve traveled economy &amp; business class many times, &amp; both are excellent.",0,0,0,5,0,0,0,0,0,0
China Southern ALs,75,415,"Friendly staff, great service &amp; comfortable ride.",0,5,5,0,5,5,0,0,5,0
Turkish ALs,76,416,"This airlines has n-o respect to human being nor to their own lets say ""promise"" .",0,0,0,1,0,0,0,0,0,0
Turkish ALs,76,417,"Because when you sell ticket, you do a promise that based on the ticket you will deliver a person to the destination.",0,0,0,0,0,0,0,0,0,0
Turkish ALs,76,418,"Guess what, this DISGUSTING airlines just dropped the person at the gate, after checking in at stinky istambol airport ,.",0,0,0,1,1,0,0,0,0,0
Turkish ALs,76,419,Reason?,0,0,0,0,2,0,0,0,0,0
Turkish ALs,76,420,"""your return ticket was not purchased through stupid turkish airlines""",0,0,0,0,1,0,0,0,0,0
Turkish ALs,76,421,REALLY??!,0,0,0,0,1,0,0,0,0,0
Turkish ALs,76,422,Seriously?,0,0,0,0,1,0,0,0,0,0
Turkish ALs,76,423,are you kidding me?,0,0,0,0,1,0,0,0,0,0
Turkish ALs,76,424,what the hell is your business with how am i gonna return to my destination back?,0,0,0,0,1,0,0,0,0,0
Turkish ALs,76,425,Nope!,0,0,0,1,0,0,0,0,0,0
Turkish ALs,76,426,"this greedy, money hungry stinky company didnt even apologies.",0,0,0,1,0,0,0,0,0,0
Turkish ALs,76,427,"Rude as hell at the airport, and they even dont bother to give the money back .",0,1,0,0,1,0,0,0,0,0
Turkish ALs,76,428,"Oh no, they dont think you are human being.",0,0,0,0,1,0,0,0,0,0
Turkish ALs,76,429,"Simply, if you love to be a victim of overbooking and thrown away at the gate, go ahead and buy their ticket, if you respect yourself and want to fly with decent airlines then stay away at all cost",0,0,0,1,1,0,0,0,0,0
Turkish ALs,77,430,Horrible customer service.,0,0,1,0,1,0,0,0,0,0
Turkish ALs,77,431,They are not kid friendly at all.,0,0,1,0,1,0,0,0,0,0
Turkish ALs,77,432,Everyone is saying somehting else.,0,0,1,0,1,0,0,0,0,0
Turkish ALs,77,433,The stuff is not trained at all.,0,1,0,0,0,0,0,0,0,0
Turkish ALs,77,434,In antalya the manager Sakir did us wait with 8 months old baby on the counter for almost 2 hours we were missing our flight almost.,0,1,0,0,1,0,0,0,0,0
Turkish ALs,77,435,He was rude.,0,1,0,0,1,0,0,0,0,0
Turkish ALs,77,436,We did buy a connection flight from antalya to istanbul and same day we had a flight from istanbul to usa.,0,0,0,0,0,0,0,0,0,0
Turkish ALs,77,437,I called before purchasing the ticket and THY told me that since its same day international flight my luggages will same as international travel and i will pick up my luggage in phoenix.,5,0,0,0,0,0,0,0,0,0
Turkish ALs,77,438,Went to antalya airport and the manager said no this is domestic flight and they charged for 4 luggages.,1,0,0,0,0,0,0,0,0,0
Turkish ALs,77,439,Why didnt tell me before?,1,0,0,0,1,0,0,0,0,0
Turkish ALs,77,440,He said we have to pick up our lugguges in istanbul not usa.,1,0,0,0,1,0,0,0,0,0
Turkish ALs,77,441,Which doesnt make sense we had only 2.5 hours layover.,1,0,0,0,1,0,0,0,0,0
Turkish ALs,77,442,And than we picked up our luggages in istanbul with 8 months old baby running around and than we checked in our bags for our los angeles and phoenix flight.,1,0,0,0,1,0,0,0,0,0
Turkish ALs,77,443,The THY was so sure we were going to pick up our bags in Phoenix and i asked few times.,1,0,0,0,1,0,0,0,0,0
Turkish ALs,77,444,Of course we arrive i Los Angeles airport had only 1.45 min time for our next flight they told us we have to pick up our bags again.,1,0,0,0,1,0,0,0,0,0
Turkish ALs,77,445,this shows u no one knows anyhting in THY.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,77,446,I called before even i bought my flight bc of my 8 months old son and didnt want it to run around.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,77,447,The ist to LA flight suppose to be 13 hour 55 min and it took extra 2 hour.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,77,448,On my way to USA in the begin of the trip i had so many issues and called at least 10 times the THY for upgrading my seat since i have baby i want it pay extra and get a good seat.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,77,449,Since i bought my ticket in expedia i called THY at least 15 times and spend 10 hours and no one helped me out.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,77,450,They said its expedia which expedia has nothing to do with the seat assigment.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,77,451,My experience with 8 months old baby was horrible never again.,0,0,0,1,0,0,0,0,0,0
Turkish ALs,77,452,My background is turkish and want it to fly with this airline but nothing is right at all.,0,0,0,1,0,0,0,0,0,0
Turkish ALs,77,453,"Definitliy lufthansa, british airways and other companies system is easier to solve problem.",0,0,0,1,1,0,0,0,0,0
Turkish ALs,77,454,With THY if u have issues u r screwed.,0,0,0,1,1,0,0,0,0,0
Turkish ALs,78,455,This had to be the worst flight I have EVER been on!!.,0,0,0,0,0,1,0,0,0,0
Turkish ALs,78,456,despite my aggressive and trolling name i have never been so horrified at customer service before.,0,0,1,0,1,0,0,0,0,0
Turkish ALs,78,457,"During the arrival, from Gatwick to Istanbul, we were told we had an hours wait, leading us to believe we’d be able to enjoy the look and feel of the airport.",0,0,0,0,4,0,0,0,0,0
Turkish ALs,78,458,Instead they lead us on a wild goose chase and weren’t even given time to relax.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,78,459,The staff clearly did not want to be there and insisted on taking out their anger on us passengers.,0,1,0,0,0,0,0,0,0,0
Turkish ALs,78,460,"Just as we were about to board the plane, the airplane crew had seized some of our hand luggage, claiming that “there wasn’t any space left”.",1,0,1,0,0,0,0,0,0,0
Turkish ALs,78,461,They forcibly took luggage from peoples hand and forced them onto the plane!!,1,0,1,0,0,0,0,0,0,0
Turkish ALs,78,462,"While on the plane from Istanbul to Sierra Leone, we were all shocked to see the arrival time as it was quite long.",0,0,0,0,0,1,0,0,0,0
Turkish ALs,78,463,They had stopped the plane in Ouagadougou and then made us wait for another hour.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,78,464,"This was never mentioned in our plane ticket, or the announcement on the plane.",0,0,0,0,1,0,0,0,0,0
Turkish ALs,78,465,"Passengers were complaining and asking why this wasn’t mentioned, and the flight crew proceeded to threaten us, and claim they would “write us a travel report due to our aggressiveness”.",0,1,1,0,1,0,0,0,0,0
Turkish ALs,78,466,"After the passengers flew to Ouagadougou, we weren’t surprised how much space was left on the plane.",0,0,0,0,0,0,0,0,3,0
Turkish ALs,78,467,"As we all left the plane, about two members of the flight crew had told us to enjoy our holiday.",0,3,0,0,3,0,0,0,0,0
Turkish ALs,78,468,talk about rude!!,0,1,0,0,1,0,0,0,0,0
Turkish ALs,78,469,"And top this all off, we all waited in the baggage collection area for about an 1h 30m with no knowledge that our suitcase wasn’t coming.",1,0,0,0,1,0,0,0,0,0
Turkish ALs,78,470,"In fact the luggage they loaded during the interval in Istanbul, were actually from Wednesdays passengers.",0,0,0,0,0,0,0,0,0,0
Turkish ALs,78,471,We were never informed of this.,1,0,0,0,1,0,0,0,0,0
Turkish ALs,78,472,I have never felt so appalled at a company’s service.,0,0,1,0,1,0,0,0,0,0
Turkish ALs,78,473,Do better!!!,0,0,0,1,0,0,0,0,0,0
